[V] DrugCard _buildThumbnailCard: drug=alfabonid 2mcg/ml (1ml=2mcg) 10 amp.
[V] DrugCard build: type=DrugCardType.thumbnail, drug=blincorest co 2/125mg 30 chew. tabs., popular=false, alternative=false
[V] DrugCard _buildThumbnailCard: drug=blincorest co 2/125mg 30 chew. tabs.
[V] DrugCard build: type=DrugCardType.thumbnail, drug=lit up whitening skin serum 50 ml, popular=true, alternative=false
[V] DrugCard _buildThumbnailCard: drug=lit up whitening skin serum 50 ml
[V] DrugCard build: type=DrugCardType.thumbnail, drug=munix 10 sachets, popular=true, alternative=false
[V] DrugCard _buildThumbnailCard: drug=munix 10 sachets
[V] DrugCard build: type=DrugCardType.thumbnail, drug=dextrose 3.3% & sodium chloride 0.3% (otsuka) i.v. inf. 250 ml, popular=true, alternative=false
[V] DrugCard _buildThumbnailCard: drug=dextrose 3.3% & sodium chloride 0.3% (otsuka) i.v. inf. 250 ml
[V] DrugCard build: type=DrugCardType.thumbnail, drug=fenac 100 mg 10 tab., popular=true, alternative=false
[V] DrugCard _buildThumbnailCard: drug=fenac 100 mg 10 tab.
[V] DrugCard build: type=DrugCardType.detailed, drug=1 2 3 (one two three) 20 f.c.tabs., popular=false, alternative=false
[V] DrugCard _buildDetailedCard: drug=1 2 3 (one two three) 20 f.c.tabs.
[V] DrugCard build: type=DrugCardType.detailed, drug=1 2 3 (one two three) 20 f.c.tabs., popular=false, alternative=false
[V] DrugCard _buildDetailedCard: drug=1 2 3 (one two three) 20 f.c.tabs.
[V] DrugCard build: type=DrugCardType.detailed, drug=1 2 3 (one two three) syrup 120 ml, popular=false, alternative=false
[V] DrugCard _buildDetailedCard: drug=1 2 3 (one two three) syrup 120 ml
[V] DrugCard build: type=DrugCardType.detailed, drug=1 2 3 extra 20 f.c. tab., popular=false, alternative=false
[V] DrugCard _buildDetailedCard: drug=1 2 3 extra 20 f.c. tab.
[V] DrugCard build: type=DrugCardType.detailed, drug=2hc f.c.t 20 tablets, popular=false, alternative=false
[V] DrugCard _buildDetailedCard: drug=2hc f.c.t 20 tablets
[V] DrugCard build: type=DrugCardType.detailed, drug=3 fly 1200 mg 20tabs, popular=false, alternative=false
[V] DrugCard _buildDetailedCard: drug=3 fly 1200 mg 20tabs
[V] DrugCard build: type=DrugCardType.detailed, drug=3 fly 300 mg 20 tabs, popular=false, alternative=false
[V] DrugCard _buildDetailedCard: drug=3 fly 300 mg 20 tabs
[V] HomeScreen _onScroll: Pixels=1.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=474.8, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=487.6, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=499.5, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=510.7, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=521.2, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=530.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=539.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=548.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=555.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=562.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=569.2, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=574.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=579.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=584.4, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=584.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=583.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=582.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=581.1, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=578.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=576.2, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=573.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=569.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=565.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=560.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=556.2, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=551.4, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=546.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=541.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=535.5, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=529.9, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=524.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=518.1, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=508.5, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=504.8, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=500.6, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=495.7, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=490.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=483.6, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=476.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=468.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=458.7, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=450.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=439.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=409.4, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=380.8, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=353.1, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=326.4, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=300.6, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=275.7, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=251.8, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=228.7, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=206.6, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=185.3, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=165.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=145.5, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=126.8, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=109.1, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=92.1, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=76.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=60.7, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=46.2, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=32.5, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=19.6, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=7.5, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[V] HomeScreen _onScroll: Pixels=0.0, MaxScroll=Infinity, TriggerAt=Infinity, IsNearBottom=false, CanLoadMore=true (HasMore=true, !IsLoadingMore=true, !IsLoading=true), ShouldLoad=false
[I] MainScreen: _onItemTapped called with index: 4
[I] MainScreen: Building widget. Selected index: 4
[I] SettingsScreen: View Logs tile tapped.
