WikEM_Name,DB_Ingredient_Name,Match_Type,File_Path
Anterior cervical wedge fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Anterior_cervical_wedge_fracture.json
Bursitis,,None,scripts/wikem_scraper/scraped_data/drugs/Bursitis.json
Cabergoline,cabergoline,Exact,scripts/wikem_scraper/scraped_data/drugs/Cabergoline.json
Nephrotic syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Nephrotic_syndrome.json
Vaccination schedule,,None,scripts/wikem_scraper/scraped_data/drugs/Vaccination_schedule.json
Pacemaker complication,,None,scripts/wikem_scraper/scraped_data/drugs/Pacemaker_complication.json
Dehydration (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Dehydration_(peds).json
Pelvic avulsion fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Pelvic_avulsion_fracture.json
Pelvic fractures,,None,scripts/wikem_scraper/scraped_data/drugs/Pelvic_fractures.json
Antisocial personality disorder,,None,scripts/wikem_scraper/scraped_data/drugs/Antisocial_personality_disorder.json
Chronic lymphocytic leukemia,,None,scripts/wikem_scraper/scraped_data/drugs/Chronic_lymphocytic_leukemia.json
AVR ST elevation,,None,scripts/wikem_scraper/scraped_data/drugs/AVR_ST_elevation.json
Caustic keratoconjunctivitis,,None,scripts/wikem_scraper/scraped_data/drugs/Caustic_keratoconjunctivitis.json
Remdesivir,remdesivir,Exact,scripts/wikem_scraper/scraped_data/drugs/Remdesivir.json
Coagulopathy (main),,None,scripts/wikem_scraper/scraped_data/drugs/Coagulopathy_(main).json
Epiploic appendagitis,,None,scripts/wikem_scraper/scraped_data/drugs/Epiploic_appendagitis.json
Triazolam,,None,scripts/wikem_scraper/scraped_data/drugs/Triazolam.json
Acute rheumatic fever en,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_rheumatic_fever_en.json
Anorectal disorders en,,None,scripts/wikem_scraper/scraped_data/drugs/Anorectal_disorders_en.json
Breast feeding jaundice,,None,scripts/wikem_scraper/scraped_data/drugs/Breast_feeding_jaundice.json
Transient ischemic attack,,None,scripts/wikem_scraper/scraped_data/drugs/Transient_ischemic_attack.json
Tizanidine,tizanidine,Exact,scripts/wikem_scraper/scraped_data/drugs/Tizanidine.json
D50W,,None,scripts/wikem_scraper/scraped_data/drugs/D50W.json
Breast milk jaundice,,None,scripts/wikem_scraper/scraped_data/drugs/Breast_milk_jaundice.json
Traumatic iritis,,None,scripts/wikem_scraper/scraped_data/drugs/Traumatic_iritis.json
Laceration repair,,None,scripts/wikem_scraper/scraped_data/drugs/Laceration_repair.json
Fever of unknown origin,,None,scripts/wikem_scraper/scraped_data/drugs/Fever_of_unknown_origin.json
Spider bites,,None,scripts/wikem_scraper/scraped_data/drugs/Spider_bites.json
Meralgia paresthetica,,None,scripts/wikem_scraper/scraped_data/drugs/Meralgia_paresthetica.json
Cycloplegic,,None,scripts/wikem_scraper/scraped_data/drugs/Cycloplegic.json
Paragonimus,,None,scripts/wikem_scraper/scraped_data/drugs/Paragonimus.json
Tricuspid atresia,,None,scripts/wikem_scraper/scraped_data/drugs/Tricuspid_atresia.json
Midazolam,midazolam,Exact,scripts/wikem_scraper/scraped_data/drugs/Midazolam.json
Clostridium difficile en,,None,scripts/wikem_scraper/scraped_data/drugs/Clostridium_difficile_en.json
Omeprazole,omeprazole,Exact,scripts/wikem_scraper/scraped_data/drugs/Omeprazole.json
Cervical fractures and dislocations,,None,scripts/wikem_scraper/scraped_data/drugs/Cervical_fractures_and_dislocations.json
Retinoic acid syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Retinoic_acid_syndrome.json
Ritonavir-boosted nirmatrelvir,,None,scripts/wikem_scraper/scraped_data/drugs/Ritonavir-boosted_nirmatrelvir.json
Necrotizing fasciitis,,None,scripts/wikem_scraper/scraped_data/drugs/Necrotizing_fasciitis.json
Idiopathic fascicular left ventricular tachycardia,,None,scripts/wikem_scraper/scraped_data/drugs/Idiopathic_fascicular_left_ventricular_tachycardia.json
Subtalar dislocation,,None,scripts/wikem_scraper/scraped_data/drugs/Subtalar_dislocation.json
Trochanteric femur fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Trochanteric_femur_fracture.json
Eye antibiotics,,None,scripts/wikem_scraper/scraped_data/drugs/Eye_antibiotics.json
Non anion gap acidosis,,None,scripts/wikem_scraper/scraped_data/drugs/Non_anion_gap_acidosis.json
Vascular insufficiency from AV fistula,,None,scripts/wikem_scraper/scraped_data/drugs/Vascular_insufficiency_from_AV_fistula.json
Pediatric car seat rules,,None,scripts/wikem_scraper/scraped_data/drugs/Pediatric_car_seat_rules.json
Rubella,rubella,Exact,scripts/wikem_scraper/scraped_data/drugs/Rubella.json
25C-NBOMe,,None,scripts/wikem_scraper/scraped_data/drugs/25C-NBOMe.json
Ketorolac,,None,scripts/wikem_scraper/scraped_data/drugs/Ketorolac.json
AV blocks,,None,scripts/wikem_scraper/scraped_data/drugs/AV_blocks.json
Lindane,lindane,Exact,scripts/wikem_scraper/scraped_data/drugs/Lindane.json
Elapidae (Coral Snakes),,None,scripts/wikem_scraper/scraped_data/drugs/Elapidae_(Coral_Snakes).json
Jersey finger,,None,scripts/wikem_scraper/scraped_data/drugs/Jersey_finger.json
Brucella,,None,scripts/wikem_scraper/scraped_data/drugs/Brucella.json
Electrical storm,,None,scripts/wikem_scraper/scraped_data/drugs/Electrical_storm.json
Bleeding treatments,,None,scripts/wikem_scraper/scraped_data/drugs/Bleeding_treatments.json
Dabigatran reversal,,None,scripts/wikem_scraper/scraped_data/drugs/Dabigatran_reversal.json
Prevotella melaninogenica,,None,scripts/wikem_scraper/scraped_data/drugs/Prevotella_melaninogenica.json
Traumatic cardiac arrest,,None,scripts/wikem_scraper/scraped_data/drugs/Traumatic_cardiac_arrest.json
Paralytic shellfish poisoning,,None,scripts/wikem_scraper/scraped_data/drugs/Paralytic_shellfish_poisoning.json
Benazepril,benazepril,Exact,scripts/wikem_scraper/scraped_data/drugs/Benazepril.json
Transfusion-associated graft-versus-host disease,,None,scripts/wikem_scraper/scraped_data/drugs/Transfusion-associated_graft-versus-host_disease.json
Anisakis,,None,scripts/wikem_scraper/scraped_data/drugs/Anisakis.json
Epistaxis,,None,scripts/wikem_scraper/scraped_data/drugs/Epistaxis.json
Tromethamine,tromethamine,Exact,scripts/wikem_scraper/scraped_data/drugs/Tromethamine.json
Choanal atresia,,None,scripts/wikem_scraper/scraped_data/drugs/Choanal_atresia.json
ACS - Stress Testing,,None,scripts/wikem_scraper/scraped_data/drugs/ACS_-_Stress_Testing.json
Anorexia nervosa,,None,scripts/wikem_scraper/scraped_data/drugs/Anorexia_nervosa.json
Acute myeloid leukemia,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_myeloid_leukemia.json
Newborn resuscitation,,None,scripts/wikem_scraper/scraped_data/drugs/Newborn_resuscitation.json
Central cord syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Central_cord_syndrome.json
Tension headache,,None,scripts/wikem_scraper/scraped_data/drugs/Tension_headache.json
Urine toxicology screen,,None,scripts/wikem_scraper/scraped_data/drugs/Urine_toxicology_screen.json
The difficult airway,,None,scripts/wikem_scraper/scraped_data/drugs/The_difficult_airway.json
Dermatomyositis,,None,scripts/wikem_scraper/scraped_data/drugs/Dermatomyositis.json
Maternal vitals and labs in pregnancy,,None,scripts/wikem_scraper/scraped_data/drugs/Maternal_vitals_and_labs_in_pregnancy.json
Hernia,,None,scripts/wikem_scraper/scraped_data/drugs/Hernia.json
Niacin,niacin,Exact,scripts/wikem_scraper/scraped_data/drugs/Niacin.json
Bacteremia,,None,scripts/wikem_scraper/scraped_data/drugs/Bacteremia.json
Left bundle branch block,,None,scripts/wikem_scraper/scraped_data/drugs/Left_bundle_branch_block.json
Scleritis,,None,scripts/wikem_scraper/scraped_data/drugs/Scleritis.json
Ticarcillin Clavulanate,,None,scripts/wikem_scraper/scraped_data/drugs/Ticarcillin_Clavulanate.json
Ecstasy (MDMA) toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Ecstasy_(MDMA)_toxicity.json
Hematuria (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Hematuria_(peds).json
Toxocara canis,,None,scripts/wikem_scraper/scraped_data/drugs/Toxocara_canis.json
Herpes Simplex Virus-2,,None,scripts/wikem_scraper/scraped_data/drugs/Herpes_Simplex_Virus-2.json
Knee x-rays,,None,scripts/wikem_scraper/scraped_data/drugs/Knee_x-rays.json
Lansoprazole,lansoprazole,Exact,scripts/wikem_scraper/scraped_data/drugs/Lansoprazole.json
Radiograph-negative ankle injury (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Radiograph-negative_ankle_injury_(peds).json
Short bowel syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Short_bowel_syndrome.json
Morganella sp.,,None,scripts/wikem_scraper/scraped_data/drugs/Morganella_sp..json
Baclofen withdrawal,,None,scripts/wikem_scraper/scraped_data/drugs/Baclofen_withdrawal.json
Vital signs (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Vital_signs_(peds).json
Gastrointestinal bleeding,,None,scripts/wikem_scraper/scraped_data/drugs/Gastrointestinal_bleeding.json
Hip dislocation,,None,scripts/wikem_scraper/scraped_data/drugs/Hip_dislocation.json
ICU sedation,,None,scripts/wikem_scraper/scraped_data/drugs/ICU_sedation.json
Gastroesophageal reflux disease,,None,scripts/wikem_scraper/scraped_data/drugs/Gastroesophageal_reflux_disease.json
Sulfonylurea toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Sulfonylurea_toxicity.json
FAST exam,,None,scripts/wikem_scraper/scraped_data/drugs/FAST_exam.json
Colestipol en,,None,scripts/wikem_scraper/scraped_data/drugs/Colestipol_en.json
Angiotensin II,,None,scripts/wikem_scraper/scraped_data/drugs/Angiotensin_II.json
Radial head subluxation,,None,scripts/wikem_scraper/scraped_data/drugs/Radial_head_subluxation.json
6kg (4mo),,None,scripts/wikem_scraper/scraped_data/drugs/6kg_(4mo).json
Thoracic trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Thoracic_trauma.json
Neonatal rashes,,None,scripts/wikem_scraper/scraped_data/drugs/Neonatal_rashes.json
Bundle branch block,,None,scripts/wikem_scraper/scraped_data/drugs/Bundle_branch_block.json
Personality disorders,,None,scripts/wikem_scraper/scraped_data/drugs/Personality_disorders.json
Herpes simplex virus,,None,scripts/wikem_scraper/scraped_data/drugs/Herpes_simplex_virus.json
Lymphadenopathy,,None,scripts/wikem_scraper/scraped_data/drugs/Lymphadenopathy.json
CT before lumbar puncture,,None,scripts/wikem_scraper/scraped_data/drugs/CT_before_lumbar_puncture.json
Second degree AV block type I,,None,scripts/wikem_scraper/scraped_data/drugs/Second_degree_AV_block_type_I.json
Primary sclerosing cholangitis,,None,scripts/wikem_scraper/scraped_data/drugs/Primary_sclerosing_cholangitis.json
Metoprolol,metoprolol,Exact,scripts/wikem_scraper/scraped_data/drugs/Metoprolol.json
Mitral valve prolapse,,None,scripts/wikem_scraper/scraped_data/drugs/Mitral_valve_prolapse.json
Optic neuritis,,None,scripts/wikem_scraper/scraped_data/drugs/Optic_neuritis.json
Brief resolved unexplained event,,None,scripts/wikem_scraper/scraped_data/drugs/Brief_resolved_unexplained_event.json
Hemocue,,None,scripts/wikem_scraper/scraped_data/drugs/Hemocue.json
Levetiracetam,levetiracetam,Exact,scripts/wikem_scraper/scraped_data/drugs/Levetiracetam.json
Hemorrhoids,,None,scripts/wikem_scraper/scraped_data/drugs/Hemorrhoids.json
Corynebacterium jeikeium,,None,scripts/wikem_scraper/scraped_data/drugs/Corynebacterium_jeikeium.json
Penicillin G Benzathine,,None,scripts/wikem_scraper/scraped_data/drugs/Penicillin_G_Benzathine.json
Tirzepatide,tirazepatide,Fuzzy (>0.85),scripts/wikem_scraper/scraped_data/drugs/Tirzepatide.json
Jarisch-Herxheimer reaction,,None,scripts/wikem_scraper/scraped_data/drugs/Jarisch-Herxheimer_reaction.json
Ipratropium,,None,scripts/wikem_scraper/scraped_data/drugs/Ipratropium.json
Vital signs,,None,scripts/wikem_scraper/scraped_data/drugs/Vital_signs.json
AIDS dementia complex,,None,scripts/wikem_scraper/scraped_data/drugs/AIDS_dementia_complex.json
Sepsis antibiotics,,None,scripts/wikem_scraper/scraped_data/drugs/Sepsis_antibiotics.json
Polycythemia vera,,None,scripts/wikem_scraper/scraped_data/drugs/Polycythemia_vera.json
Glycopeptide,,None,scripts/wikem_scraper/scraped_data/drugs/Glycopeptide.json
Headache (peds),,None,scripts/wikem_scraper/scraped_data/drugs/Headache_(peds).json
Whole bowel irrigation,,None,scripts/wikem_scraper/scraped_data/drugs/Whole_bowel_irrigation.json
Blunt neck trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Blunt_neck_trauma.json
Staphylococcus,,None,scripts/wikem_scraper/scraped_data/drugs/Staphylococcus.json
Naphthalene,,None,scripts/wikem_scraper/scraped_data/drugs/Naphthalene.json
Reactive arthritis,,None,scripts/wikem_scraper/scraped_data/drugs/Reactive_arthritis.json
Chronic urticaria,,None,scripts/wikem_scraper/scraped_data/drugs/Chronic_urticaria.json
Acute knee injury,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_knee_injury.json
Radial gutter splint,,None,scripts/wikem_scraper/scraped_data/drugs/Radial_gutter_splint.json
Ceftibuten,ceftibuten,Exact,scripts/wikem_scraper/scraped_data/drugs/Ceftibuten.json
Corneal abrasion,,None,scripts/wikem_scraper/scraped_data/drugs/Corneal_abrasion.json
Cor pulmonale,,None,scripts/wikem_scraper/scraped_data/drugs/Cor_pulmonale.json
Distal leg fractures,,None,scripts/wikem_scraper/scraped_data/drugs/Distal_leg_fractures.json
Sheath introducer,,None,scripts/wikem_scraper/scraped_data/drugs/Sheath_introducer.json
Acute pancreatitis es,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_pancreatitis_es.json
Marburg virus disease,,None,scripts/wikem_scraper/scraped_data/drugs/Marburg_virus_disease.json
Epididymitis,,None,scripts/wikem_scraper/scraped_data/drugs/Epididymitis.json
Lateral epicondylitis,,None,scripts/wikem_scraper/scraped_data/drugs/Lateral_epicondylitis.json
Colonoscopy complications,,None,scripts/wikem_scraper/scraped_data/drugs/Colonoscopy_complications.json
Nausea and vomiting,,None,scripts/wikem_scraper/scraped_data/drugs/Nausea_and_vomiting.json
Atovaquone-proguanil,,None,scripts/wikem_scraper/scraped_data/drugs/Atovaquone-proguanil.json
Essex-Lopresti fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Essex-Lopresti_fracture.json
Globe luxation reduction,,None,scripts/wikem_scraper/scraped_data/drugs/Globe_luxation_reduction.json
Pregabalin,pregabalin,Exact,scripts/wikem_scraper/scraped_data/drugs/Pregabalin.json
Hypopyon,,None,scripts/wikem_scraper/scraped_data/drugs/Hypopyon.json
Orchitis,,None,scripts/wikem_scraper/scraped_data/drugs/Orchitis.json
Acute abdominal series,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_abdominal_series.json
Chagas disease,,None,scripts/wikem_scraper/scraped_data/drugs/Chagas_disease.json
CMV neurologic disease,,None,scripts/wikem_scraper/scraped_data/drugs/CMV_neurologic_disease.json
Kaposi%27s sarcoma,,None,scripts/wikem_scraper/scraped_data/drugs/Kaposi%27s_sarcoma.json
Cryptosporidium,,None,scripts/wikem_scraper/scraped_data/drugs/Cryptosporidium.json
Metabolic dysfunction-associated steatohepatitis (MASH),,None,scripts/wikem_scraper/scraped_data/drugs/Metabolic_dysfunction-associated_steatohepatitis_(MASH).json
Glucagon,glucagon,Exact,scripts/wikem_scraper/scraped_data/drugs/Glucagon.json
Burkholderia cepacia,,None,scripts/wikem_scraper/scraped_data/drugs/Burkholderia_cepacia.json
Amniotic fluid embolus,,None,scripts/wikem_scraper/scraped_data/drugs/Amniotic_fluid_embolus.json
Trauma in pregnancy,,None,scripts/wikem_scraper/scraped_data/drugs/Trauma_in_pregnancy.json
Lunotriquetral ligament instability,,None,scripts/wikem_scraper/scraped_data/drugs/Lunotriquetral_ligament_instability.json
Cerebellar stroke,,None,scripts/wikem_scraper/scraped_data/drugs/Cerebellar_stroke.json
Vorapaxar,,None,scripts/wikem_scraper/scraped_data/drugs/Vorapaxar.json
HIV post-exposure prophylaxis,,None,scripts/wikem_scraper/scraped_data/drugs/HIV_post-exposure_prophylaxis.json
Lung abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Lung_abscess.json
Intertrochanteric femur fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Intertrochanteric_femur_fracture.json
Chondrosarcoma,,None,scripts/wikem_scraper/scraped_data/drugs/Chondrosarcoma.json
Bacteremia vs contaminated blood cultures,,None,scripts/wikem_scraper/scraped_data/drugs/Bacteremia_vs_contaminated_blood_cultures.json
Dermatophytosis,,None,scripts/wikem_scraper/scraped_data/drugs/Dermatophytosis.json
Aortic stenosis,,None,scripts/wikem_scraper/scraped_data/drugs/Aortic_stenosis.json
Morel-Lavall%C3%A9e lesion,,None,scripts/wikem_scraper/scraped_data/drugs/Morel-Lavall%C3%A9e_lesion.json
Sumatriptan,sumatriptan,Exact,scripts/wikem_scraper/scraped_data/drugs/Sumatriptan.json
Schizotypal personality disorder,,None,scripts/wikem_scraper/scraped_data/drugs/Schizotypal_personality_disorder.json
Exchange transfusion,,None,scripts/wikem_scraper/scraped_data/drugs/Exchange_transfusion.json
Testicular tumor,,None,scripts/wikem_scraper/scraped_data/drugs/Testicular_tumor.json
AHA recommendation changes by year,,None,scripts/wikem_scraper/scraped_data/drugs/AHA_recommendation_changes_by_year.json
Dystonic reaction,,None,scripts/wikem_scraper/scraped_data/drugs/Dystonic_reaction.json
Aortic regurgitation,,None,scripts/wikem_scraper/scraped_data/drugs/Aortic_regurgitation.json
Papilledema,,None,scripts/wikem_scraper/scraped_data/drugs/Papilledema.json
Bullous pemphigoid,,None,scripts/wikem_scraper/scraped_data/drugs/Bullous_pemphigoid.json
Valganciclovir,valganciclovir,Exact,scripts/wikem_scraper/scraped_data/drugs/Valganciclovir.json
Prasugrel,,None,scripts/wikem_scraper/scraped_data/drugs/Prasugrel.json
Joint dislocations (main),,None,scripts/wikem_scraper/scraped_data/drugs/Joint_dislocations_(main).json
Morphine,morphine,Exact,scripts/wikem_scraper/scraped_data/drugs/Morphine.json
Tyramine reaction,,None,scripts/wikem_scraper/scraped_data/drugs/Tyramine_reaction.json
Hemostatic agents,,None,scripts/wikem_scraper/scraped_data/drugs/Hemostatic_agents.json
Narrow-complex tachycardia,,None,scripts/wikem_scraper/scraped_data/drugs/Narrow-complex_tachycardia.json
Varicocele,,None,scripts/wikem_scraper/scraped_data/drugs/Varicocele.json
Oral contrast for abdominal and pelvic CT,,None,scripts/wikem_scraper/scraped_data/drugs/Oral_contrast_for_abdominal_and_pelvic_CT.json
Ivabradine,ivabradine,Exact,scripts/wikem_scraper/scraped_data/drugs/Ivabradine.json
Transvenous pacing,,None,scripts/wikem_scraper/scraped_data/drugs/Transvenous_pacing.json
Patellar tendon rupture,,None,scripts/wikem_scraper/scraped_data/drugs/Patellar_tendon_rupture.json
Clostridium perfringens,,None,scripts/wikem_scraper/scraped_data/drugs/Clostridium_perfringens.json
Dactylitis,,None,scripts/wikem_scraper/scraped_data/drugs/Dactylitis.json
Acute hepatitis en,,None,scripts/wikem_scraper/scraped_data/drugs/Acute_hepatitis_en.json
Chance fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Chance_fracture.json
Alligator and crocodile attacks,,None,scripts/wikem_scraper/scraped_data/drugs/Alligator_and_crocodile_attacks.json
Colitis,,None,scripts/wikem_scraper/scraped_data/drugs/Colitis.json
Hepatitis B post-exposure prophylaxis,,None,scripts/wikem_scraper/scraped_data/drugs/Hepatitis_B_post-exposure_prophylaxis.json
Hyperemesis gravidarum,,None,scripts/wikem_scraper/scraped_data/drugs/Hyperemesis_gravidarum.json
CMV colitis en,,None,scripts/wikem_scraper/scraped_data/drugs/CMV_colitis_en.json
General psychiatric approach,,None,scripts/wikem_scraper/scraped_data/drugs/General_psychiatric_approach.json
Pulmonary disorders of spaceflight,,None,scripts/wikem_scraper/scraped_data/drugs/Pulmonary_disorders_of_spaceflight.json
Radial styloid fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Radial_styloid_fracture.json
Helicobacter pylori,,None,scripts/wikem_scraper/scraped_data/drugs/Helicobacter_pylori.json
Spinal cord compression (non-traumatic),,None,scripts/wikem_scraper/scraped_data/drugs/Spinal_cord_compression_(non-traumatic).json
Traumatic mydriasis,,None,scripts/wikem_scraper/scraped_data/drugs/Traumatic_mydriasis.json
Baby feeding and nutrition,,None,scripts/wikem_scraper/scraped_data/drugs/Baby_feeding_and_nutrition.json
Porphyria,,None,scripts/wikem_scraper/scraped_data/drugs/Porphyria.json
Exfoliative erythroderma,,None,scripts/wikem_scraper/scraped_data/drugs/Exfoliative_erythroderma.json
Celiac disease,,None,scripts/wikem_scraper/scraped_data/drugs/Celiac_disease.json
Hyperviscosity syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Hyperviscosity_syndrome.json
Penile trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Penile_trauma.json
Bladder ultrasound,,None,scripts/wikem_scraper/scraped_data/drugs/Bladder_ultrasound.json
Erythema toxicum neonatorum,,None,scripts/wikem_scraper/scraped_data/drugs/Erythema_toxicum_neonatorum.json
Vestibular neuritis,,None,scripts/wikem_scraper/scraped_data/drugs/Vestibular_neuritis.json
Rickettsia,,None,scripts/wikem_scraper/scraped_data/drugs/Rickettsia.json
Paracentesis,,None,scripts/wikem_scraper/scraped_data/drugs/Paracentesis.json
Mosquito-borne infections,,None,scripts/wikem_scraper/scraped_data/drugs/Mosquito-borne_infections.json
Intravenous immunoglobulin,,None,scripts/wikem_scraper/scraped_data/drugs/Intravenous_immunoglobulin.json
C1 inhibitor,,None,scripts/wikem_scraper/scraped_data/drugs/C1_inhibitor.json
Tetanus prophylaxis,,None,scripts/wikem_scraper/scraped_data/drugs/Tetanus_prophylaxis.json
Anterior cord syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Anterior_cord_syndrome.json
Space adaptation syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Space_adaptation_syndrome.json
Calcaneus fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Calcaneus_fracture.json
Anemia,,None,scripts/wikem_scraper/scraped_data/drugs/Anemia.json
Abdominal trauma,,None,scripts/wikem_scraper/scraped_data/drugs/Abdominal_trauma.json
Posterior Communicating Artery (PCOM) Aneurysm,,None,scripts/wikem_scraper/scraped_data/drugs/Posterior_Communicating_Artery_(PCOM)_Aneurysm.json
Toxic shock syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Toxic_shock_syndrome.json
Benzocaine,benzocaine,Exact,scripts/wikem_scraper/scraped_data/drugs/Benzocaine.json
25kg (8yr),,None,scripts/wikem_scraper/scraped_data/drugs/25kg_(8yr).json
Rifaximin,rifaximin,Exact,scripts/wikem_scraper/scraped_data/drugs/Rifaximin.json
Respiratory acidosis,,None,scripts/wikem_scraper/scraped_data/drugs/Respiratory_acidosis.json
Bullosis diabeticorum,,None,scripts/wikem_scraper/scraped_data/drugs/Bullosis_diabeticorum.json
Valvular emergencies,,None,scripts/wikem_scraper/scraped_data/drugs/Valvular_emergencies.json
Sea anemone envenomation,,None,scripts/wikem_scraper/scraped_data/drugs/Sea_anemone_envenomation.json
Gamma hydroxybutyrate toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Gamma_hydroxybutyrate_toxicity.json
Gallbladder disease (main),,None,scripts/wikem_scraper/scraped_data/drugs/Gallbladder_disease_(main).json
Short QT,,None,scripts/wikem_scraper/scraped_data/drugs/Short_QT.json
Lamotrigine,lamotrigine,Exact,scripts/wikem_scraper/scraped_data/drugs/Lamotrigine.json
Osmotic demyelination syndrome,,None,scripts/wikem_scraper/scraped_data/drugs/Osmotic_demyelination_syndrome.json
Atopic dermatitis,,None,scripts/wikem_scraper/scraped_data/drugs/Atopic_dermatitis.json
Altered mental status (geriatrics),,None,scripts/wikem_scraper/scraped_data/drugs/Altered_mental_status_(geriatrics).json
Extubation,,None,scripts/wikem_scraper/scraped_data/drugs/Extubation.json
Perinephric abscess,,None,scripts/wikem_scraper/scraped_data/drugs/Perinephric_abscess.json
Pulseless arrest,,None,scripts/wikem_scraper/scraped_data/drugs/Pulseless_arrest.json
Expedited partner therapy,,None,scripts/wikem_scraper/scraped_data/drugs/Expedited_partner_therapy.json
Metformin,metformin,Exact,scripts/wikem_scraper/scraped_data/drugs/Metformin.json
Tetracyclines,tetracycline,Fuzzy (>0.85),scripts/wikem_scraper/scraped_data/drugs/Tetracyclines.json
Tetrahydrozyline,tetrahydrozoline,Fuzzy (>0.85),scripts/wikem_scraper/scraped_data/drugs/Tetrahydrozyline.json
Baclofen toxicity,,None,scripts/wikem_scraper/scraped_data/drugs/Baclofen_toxicity.json
Invasive candidiasis,,None,scripts/wikem_scraper/scraped_data/drugs/Invasive_candidiasis.json
Vaso-occlusive pain crisis,,None,scripts/wikem_scraper/scraped_data/drugs/Vaso-occlusive_pain_crisis.json
Mitral regurgitation,,None,scripts/wikem_scraper/scraped_data/drugs/Mitral_regurgitation.json
Prehospital protocol pediatric airway obstruction,,None,scripts/wikem_scraper/scraped_data/drugs/Prehospital_protocol_pediatric_airway_obstruction.json
Hemorrhage of AV fistula,,None,scripts/wikem_scraper/scraped_data/drugs/Hemorrhage_of_AV_fistula.json
Dental avulsion,,None,scripts/wikem_scraper/scraped_data/drugs/Dental_avulsion.json
Hymenoptera stings,,None,scripts/wikem_scraper/scraped_data/drugs/Hymenoptera_stings.json
Trimethobenzamide,,None,scripts/wikem_scraper/scraped_data/drugs/Trimethobenzamide.json
Sotrovimab,,None,scripts/wikem_scraper/scraped_data/drugs/Sotrovimab.json
Tianeptine,,None,scripts/wikem_scraper/scraped_data/drugs/Tianeptine.json
Retinal hemorrhage,,None,scripts/wikem_scraper/scraped_data/drugs/Retinal_hemorrhage.json
Massive transfusion,,None,scripts/wikem_scraper/scraped_data/drugs/Massive_transfusion.json
Urologic disorders of spaceflight,,None,scripts/wikem_scraper/scraped_data/drugs/Urologic_disorders_of_spaceflight.json
Biceps tendon rupture,,None,scripts/wikem_scraper/scraped_data/drugs/Biceps_tendon_rupture.json
Altered mental status,,None,scripts/wikem_scraper/scraped_data/drugs/Altered_mental_status.json
Frontal sinus fracture,,None,scripts/wikem_scraper/scraped_data/drugs/Frontal_sinus_fracture.json
Cone shell envenomation,,None,scripts/wikem_scraper/scraped_data/drugs/Cone_shell_envenomation.json
Torsades de pointes,,None,scripts/wikem_scraper/scraped_data/drugs/Torsades_de_pointes.json
Pregnancy (main),,None,scripts/wikem_scraper/scraped_data/drugs/Pregnancy_(main).json
Laryngomalacia,,None,scripts/wikem_scraper/scraped_data/drugs/Laryngomalacia.json
Rituximab,rituximab,Exact,scripts/wikem_scraper/scraped_data/drugs/Rituximab.json
Bezoar,,None,scripts/wikem_scraper/scraped_data/drugs/Bezoar.json
Pseudomonas antibiotics,,None,scripts/wikem_scraper/scraped_data/drugs/Pseudomonas_antibiotics.json
Benign paroxysmal positional vertigo,,None,scripts/wikem_scraper/scraped_data/drugs/Benign_paroxysmal_positional_vertigo.json
Phlegmasia alba dolens,,None,scripts/wikem_scraper/scraped_data/drugs/Phlegmasia_alba_dolens.json
Elevated intracranial pressure,,None,scripts/wikem_scraper/scraped_data/drugs/Elevated_intracranial_pressure.json
Fibromyalgia,,None,scripts/wikem_scraper/scraped_data/drugs/Fibromyalgia.json
Clevidipine,,None,scripts/wikem_scraper/scraped_data/drugs/Clevidipine.json
Peritoneal dialysis-associated peritonitis,,None,scripts/wikem_scraper/scraped_data/drugs/Peritoneal_dialysis-associated_peritonitis.json
