id,drug_id,preparation_name,components,interaction_info,scraped_at
1541,DDInter1470,,[],The recommended maximum number of medicines in the 'antipsychotics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antipsychotics' category.,2025-12-29 00:35:15
1542,DDInter1470,,[],The recommended maximum number of medicines in the 'antipsychotics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antipsychotics' category.,2025-12-29 00:35:15
1543,DDInter1470,,[],The recommended maximum number of medicines in the 'antipsychotics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antipsychotics' category.,2025-12-29 00:35:15
1544,DDInter1488,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.,2025-12-29 00:35:16
1545,DDInter1488,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.,2025-12-29 00:35:16
1546,DDInter1488,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.,2025-12-29 00:35:16
1547,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1548,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1549,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1550,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1551,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1552,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1553,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1554,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1555,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1556,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1557,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1558,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1559,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1560,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1561,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1562,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1563,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1564,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1565,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1566,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1567,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1568,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1569,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1570,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1571,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1572,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1573,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1574,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1575,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1576,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1577,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1578,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1579,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1580,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1581,DDInter1478,,[],The recommended maximum number of medicines in the 'nonsteroidal anti-inflammatories' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'nonsteroidal anti-inflammatories' category.,2025-12-29 00:35:16
1582,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1583,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1584,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1585,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1586,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1587,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1588,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1589,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1590,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1591,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1592,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1593,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1594,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1595,DDInter1480,,[],The recommended maximum number of medicines in the 'cerebral stimulants' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'cerebral stimulants' category.,2025-12-29 00:35:16
1596,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1597,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1598,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1599,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1600,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1601,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1602,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1603,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1604,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1605,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1606,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1607,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1608,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1609,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1610,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1611,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1612,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1613,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1614,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1615,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1616,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1617,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1618,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1619,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1620,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1621,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1622,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1623,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1624,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1625,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1626,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1627,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1628,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1629,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1630,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1631,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1632,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1633,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1634,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1635,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1636,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1637,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1638,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1639,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1640,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1641,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1642,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1643,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1644,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1645,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1646,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1647,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1648,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1649,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1650,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1651,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1652,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1653,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1654,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1655,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1656,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1657,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1658,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1659,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1660,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1661,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1662,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1663,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1664,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1665,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1666,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1667,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1668,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1669,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1670,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1671,DDInter149,,[],The recommended maximum number of medicines in the 'antihistamines' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antihistamines' category.,2025-12-29 00:35:16
1672,DDInter1460,,[],The recommended maximum number of medicines in the 'group I antiarrhythmics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'group I antiarrhythmics' category.,2025-12-29 00:35:17
1673,DDInter1460,,[],The recommended maximum number of medicines in the 'group I antiarrhythmics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'group I antiarrhythmics' category.,2025-12-29 00:35:17
1674,DDInter1460,,[],The recommended maximum number of medicines in the 'antiarrhythmics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'antiarrhythmics' category.,2025-12-29 00:35:17
1675,DDInter1460,,[],The recommended maximum number of medicines in the 'group I antiarrhythmics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'group I antiarrhythmics' category.,2025-12-29 00:35:17
1676,DDInter1487,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.,2025-12-29 00:35:18
1677,DDInter1487,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.,2025-12-29 00:35:18
1678,DDInter1487,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.,2025-12-29 00:35:18
1679,DDInter1487,,[],The recommended maximum number of medicines in the 'stimulant and hyperosmotic laxatives' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'stimulant and hyperosmotic laxatives' category.,2025-12-29 00:35:18
1680,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
1681,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
1682,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
1683,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
1684,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
1685,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
1686,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
1687,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
1688,DDInter1490,,[],The recommended maximum number of medicines in the 'thiazide and thiazide-like diuretics' category to be taken concurrently is usually one.Your list includes two medicines belonging to the 'thiazide and thiazide-like diuretics' category.,2025-12-29 00:35:18
