med_id,source,active_ingredient,route,frequency,instructions,reason,quality
24614,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
24815,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
25408,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
25409,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
25752,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
25753,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
26899,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
27071,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
27072,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
27073,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
27253,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
27364,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
27383,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
27654,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
27977,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
28638,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
28639,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
28700,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
28903,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
29045,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
29356,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
29657,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
29665,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
29666,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
30356,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
31627,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
31812,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
32065,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
32067,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
32791,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
33544,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
33819,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
33820,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
33821,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
23661,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
24978,DailyMed,N/A,,,,Empty/Very Short Text; Missing Frequency; Missing Route,LOW
702,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
708,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1169,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1199,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1364,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
1579,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
3703,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
3810,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
3900,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
4222,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
5912,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
7050,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
7053,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
7163,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
7607,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
7610,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
7642,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
7907,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
8230,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
8829,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
9124,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
9125,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
9541,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
9578,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
11926,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
13225,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
13337,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
13653,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
13654,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
13856,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
14389,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15197,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15291,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15309,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15310,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15311,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
15313,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
16017,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
16642,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
16976,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
19415,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
20042,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
21411,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
21995,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
22070,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
22132,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
23606,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
23676,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
24103,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
24648,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
24944,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
25284,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
26734,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
26850,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
26852,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
27948,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
28121,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
28498,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
28535,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
29716,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
30105,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
30316,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
30331,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
30343,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
30344,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
30999,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
31064,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
31641,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
31758,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
32374,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
32554,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
32997,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
33564,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
33621,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
33809,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
33843,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
33844,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
33894,DailyMed,N/A,,,"Recommended use: thin or fragile, ill-treated hair, malnourished scalp or hair roots, Alopecia, hair loss due to cycle change. Directions: must be applied directly to the scalp and then massage very g",No Dosage Numbers in Text; Missing Frequency; Missing Route,LOW
2089,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
2304,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
3735,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
9842,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
11659,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
12068,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
12852,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
13219,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
13236,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
14896,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
15101,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
15866,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
15867,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
15924,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
15929,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
16533,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
16887,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
16888,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
16970,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
16980,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
16981,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
17219,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
17410,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
17837,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
17838,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
18774,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
18925,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
20570,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
21341,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
21644,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
21697,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
21790,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
22937,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
23289,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
23516,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
23517,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
23614,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
23828,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
25016,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
25333,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
25334,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
25335,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
25501,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
26051,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
26087,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
26264,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
26342,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
26349,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
27417,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
27535,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
28157,DailyMed,N/A,Nasal,,Spray an hands before rubbing them.,No Dosage Numbers in Text; Missing Frequency,LOW
